entidad,tipovial,asenhuma,nom_orga,nom_enti,municipi,vialidad,nomasent,num_ext,num_int,codigopo
"12",5,7,"OFICINA DE EDITORIAL Y PRENSA","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","COLONIA CENTRO","NSS","NSS","39000"
"12",5,7,"FONDO AUXILIAR PARA LA ADMINISTRACIÓN DE JUSTICIA","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","CENTRO","NSS","NSS","39000"
"12",5,7,"DIRECCIÓN GENERAL DE ADMINISTRACIÓN Y FINANZAS","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","COLONIA CENTRO","NSS","NSS","39000"
"12",5,7,"DEPARTAMENTO DE RECURSOS HUMANOS","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","CENTRO","NSS","NSS","39000"
"12",5,7,"ALMACÉN GENERAL","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","CENTRO","NSS","NSS","39000"
"12",5,7,"DEPARTAMENTO DE RECURSOS MATERIALES Y SERVICIOS GENERALES","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","CENTRO","NSS","NSS","39000"
"12",5,7,"DEPARTAMENTO DE CONTABILIDAD Y PRESUPUESTO","GUERRERO","CHILPANCINGO DE LOS BRAVO","MIGUEL HIDALGO  PLAZA PRIMER CONGRESO DE ANÁHUAC","COLONIA CENTRO","S/N","S/N","39000"
"12",18,16,"UNIDAD DE ATENCIÓN JURÍDICA INTEGRAL ACAPULCO","GUERRERO","ACAPULCO DE JUÁREZ","DE COLÓN","MAGALLANES","36","NSS","39690"
"12",24,5,"UNIDAD DE ATENCIÓN JURÍDICA INTEGRAL IGUALA","GUERRERO","IGUALA DE LA INDEPENDENCIA","FEDERAL CHILPANCINGO IGUALA, KILOMETRO 98","IGUALA DE LA INDEPENDENCIA","NSS","NSS","40099"
"12",24,5,"DELEGACIÓN ADMINISTRATIVA IGUALA","GUERRERO","IGUALA DE LA INDEPENDENCIA","FEDERAL CHILPANCINGO IGUALA, KILOMETRO 98","IGUALA DE LA INDEPENDENCIA","NSS","NSS","40000"
"13",24,33,"ARCHIVO","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"COORDINACIÓN DE INFORMACION","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"FONDO AUXILIAR","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"INSTITUTO DE PROFESIONALIZACIÓN E INVESTIGACIONES JURIDICAS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"MODERNIZACIÓN Y SISTEMAS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"NUEVA REFORMA PENAL","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"OFICINA DE PRESIDENCIA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"RECURSOS HUMANOS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"RECURSOS PRESUPUESTALES","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"SECRETARÍA GENERAL DE ACUERDOS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"SERVICIOS GENERALES","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"ASUNTOS JURIDICOS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"SINDICATO DE TRABAJADORES","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"UNIDAD DE INFORMACION PUBLICA GUBERNAMENTAL","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"UNIDAD DE PROCEDIMINETOS DE RESPONSABILIDAD ADMINISTRATIVA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"VISITATUDÍA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"BIBLIOTECA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"CONSEJO DE FAMILIA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"CONSEJO DE LA JUDICATURA","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"CONTRALORÍA GENERAL","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"COORDINACIÓN DE ACTUARIOS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"COORDINACION DE ADMINISTRACION","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"13",24,33,"COORDINACION GENERAL DE PLANEACIÓN Y PROGRAMAS","HIDALGO","PACHUCA DE SOTO","CARRETERA MÉXICO-PACHUCA KM. 84.5","SECTOR PRIMARIO","S/N","S/N","42080"
"14",3,7,"PRESIDENCIA STJ","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"COMISIÓN DE AUXILIARES DE LA ADMINISTRACIÓN DE LA JUSTICIA","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"DIRECCIÓN DE ADMINISTRACIÓN","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"OFICIALÍA MAYOR","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"COMISIÓN SUBSTANCIADORA DE CONFLICTOS LABORALES CON PERSONAL DE BAJA","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"UNIDAD DE TRANSPARENCIA","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"SECRETARÍA PARTICULAR","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"SECRETARÍA GENERAL DE ACUERDOS","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",3,7,"DIRECCIÓN DE TECNOLOGÍA DE LA INFORMACIÓN","JALISCO","GUADALAJARA","HIDALGO","CENTRO","190","S/N","44100"
"14",5,7,"OFICIALÍA DE PARTES EN MATERIA MERCANTIL","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"PRESIDENCIA CJJ","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"SECRETARIA GENERAL","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE ADQUISICIONES DE BIENES Y SERVICIOS","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"CONSEJO","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE ARCHIVO","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE AUXILIARES DE LA ADMINISTRACIÓN DE JUSTICIA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE CAPACITACIÓN","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE CONTABILIDAD","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE DOCENCIA Y EVALUACIÓN","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE ESTADÍSTICA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE INFORMÁTICA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE OFICIALÍA DE PARTES","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE PROYECTOS NUEVOS Y EXTENSIÓN","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE PSICOLOGÍA Y EVALUACIÓN","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DEPARTAMENTAL DE DIFUSIÓN, PUBLICACIÓN Y GESTIÓN INFORMÁTICA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE RECURSOS HUMANOS","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE SERVICIOS GENERALES","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL DE TESORERÍA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"UNIDAD DEPARTAMENTAL JURÍDICA DE CONTROL Y GESTIÓN","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DEPARTAMENTO DE ARCHIVO, ESTADÍSTICA Y BIBLIOTECA","JALISCO","GUADALAJARA","BELÉN","CENTRO","246","S/N","44100"
"14",5,7,"DEPARTAMENTO DE SERVICIOS GENERALES Y RECURSOS MATERIALES  ALMACÉN","JALISCO","GUADALAJARA","MORELOS","CENTRO","147","S/N","44100"
"14",5,7,"DIRECCIÓN DE COMUNICACIÓN SOCIAL","JALISCO","GUADALAJARA","MORELOS","CENTRO","47","S/N","44100"
"14",5,7,"DIRECCIÓN DE CONTRALORÍA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"JEFE DE SECCIÓN DE CONTROL PATRIMONIAL","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"JEFE DE SECCIÓN DE AUDITORIA INTERNA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DEL INSTITUTO JUDICIAL","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE VISITADURIA, DISCIPLINA Y RESPONSABILIDADES","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE TRANSPARENCIA E INFORMACIÓN PÚBLICA","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE PLANEACIÓN, ADMINISTRACIÓN Y FINANZAS","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE OFICIALÍA DE PARTES, ARCHIVO Y ESTADÍSTICAS","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE FORMACIÓN Y ACTUALIZACIÓN JUDICIAL","JALISCO","GUADALAJARA","DEGOLLADO","CENTRO","14","S/N","44100"
"14",5,7,"DIRECCIÓN DE ESTUDIO E INVESTIGACIONES JURÍDICAS Y LEGISLATIVAS","JALISCO","GUADALAJARA","MORELOS","CENTRO","147","S/N","44100"
"14",5,7,"DIRECCIÓN DE CONTRALORÍA, AUDITORÍA INTERNA Y CONTROL PATRIMONIAL","JALISCO","GUADALAJARA","MORELOS","CENTRO","147","S/N","44100"
"15",3,5,"COORDINACIÓN REGIONAL ECATEPEC DE MORELOS","MEXICO","ECATEPEC DE MORELOS","CENTRAL","ECATEPEC DE MORELOS","S/N","S/N","55075"
"15",3,5,"CENTRAL DE EJECUTORES Y NOTIFICADORES DE NAUCALPAN","MÉXICO","NAUCALPAN DE JUÁREZ","FERROCARRIL ACÁMBARO","NAUCALPAN","45","S/N","53500"
"15",3,5,"DIRECCIÓN DE MEDIACIÓN ECATEPEC DE MORELOS","MEXICO","ECATEPEC DE MORELOS","CENTRAL","ECATEPEC DE MORELOS","S/N","S/N","55075"
"15",3,5,"CENTRO DE CONVIVENCIA FAMILIAR DE ECATEPEC DE MORELOS","MÉXICO","ECATEPEC DE MORELOS","INSURGENTES","ECATEPEC DE MORELOS","S/N","S/N","55070"
"15",4,7,"DIRECCIÓN DE CERTIFICACIÓN, CAPACITACIÓN Y EXTENSIÓN","MEXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,5,"CENTRAL DE EJECUTORES Y NOTIFICADORES DE TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PASEO DEL FERROCARRIL","TLALNEPANTLA DE BAZ","85","S/N","54140"
"15",5,5,"COORDINACIÓN REGIONAL TLALNEPANTLA","MEXICO","TLALNEPANTLA DE BAZ","PROLONGACION VALLEJO","TLALNEPANTLA","S/N","S/N","54140"
"15",5,5,"DELEGACIÓN ADMINISTRATIVA TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DELEGACIÓN ADMINISTRATIVA TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA","S/N","S/N","54140"
"15",5,5,"DELEGACIÓN DE LA CONTRALORÍA TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DELEGACIÓN DE LA CONTRALORÍA TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA DE BAZ","S/N","S/N","54140"
"15",5,5,"DEPARTAMENTO DE ALMACÉN TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DEPARTAMENTO DE ALMACÉN TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA DE BAZ","S/N","S/N","54140"
"15",5,5,"DEPARTAMENTO DE ARCHIVO DE TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DEPARTAMENTO DE ARCHIVO TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA","S/N","S/N","54140"
"15",5,5,"CENTRAL DE PERITOS DE LA ZONA ORIENTE, CON RESIDENCIA EN CIUDAD NEZAHUALCÓYOTL","MÉXICO","NEZAHUALCÓYOTL","ADOLFO LÓEZ MATEOS","CIUDAD NEZAHUALCÓYOTL","S/N","S/N","57000"
"15",5,5,"CENTRAL DE PERITOS DE TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DEPARTAMENTO DE SOPORTE TÉCNICO TEXCOCO","MÉXICO","TEXCOCO","TEXCOCO - MOLINO DE LAS FLORES","TEXCOCO","S/N","S/N","56200"
"15",5,5,"DEPARTAMENTO DE SOPORTE TÉCNICO TLALNEPANTLA","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA DE BAZ","S/N","S/N","54140"
"15",5,5,"DIRECCIÓN DE MEDIACIÓN TLALNEPANTLA","MEXICO","TLALNEPANTLA DE BAZ","PASEO DEL FERROCARRIL","TLALNEPANTLA DE BAZ","85","S/N","54140"
"15",5,5,"DIRECCIÓN DE MEDIACIÓN TOLUCA","MEXICO","TOLUCA","DR. NICOLÁS SAN JUAN","TOLUCA","104","S/N","50010"
"15",5,5,"UNIDAD ESPECIALIZADA DE MEDIACIÓN EN MATERIA MERCANTIL","MEXICO","TOLUCA","DR. NICOLÁS SAN JUAN","TOLUCA","104","S/N","50010"
"15",5,5,"CENTRO DE CONVIVENCIA FAMILIAR DE TOLUCA B  UNIDAD DEPORTIVA","MÉXICO","TOLUCA","CALZADA SAN MATEO","TOLUCA","S/N","S/N","50010"
"15",5,5,"DIRECCIÓN GENERAL DEL CENTRO ESTATAL DE MEDIACIÓN, CONCILIACIÓN Y DE JUSTICIA RESTAURATIVA DEL ESTADO DE MÉXICO","MEXICO","TOLUCA","DR. NICOLÁS SAN JUAN","TOLUCA","104","S/N","50010"
"15",5,5,"DIRECCIÓN GENERAL DE LA ADMINISTRACIÓN DE LOS JUZGADOS EN MATERIA CIVIL Y MERCANTIL","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA","S/N","S/N","54140"
"15",5,5,"CENTRO DE CONVIVENCIA FAMILIAR DE IXTAPAN DE LA SAL","MÉXICO","IXTAPAN DE LA SAL","CARRETERA FEDERAL IXTAPAN DE LA SAL","IXTAPAN DE LA SAL","S/N","S/N","51900"
"15",5,5,"CENTRO DE CONVIVENCIA FAMILIAR DE TLALNEPANTLA LAGO DE GUDALUPE","MÉXICO","TLALNEPANTLA DE BAZ","PROLONGACIÓN VALLEJO","TLALNEPANTLA","S/N","S/N","54140"
"15",5,7,"DIRECCIÓN GENERAL DE LA ADMINISTRACIÓN DE LOS JUZGADOS EN MATERIA FAMILIAR","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"DIRECCIÓN GENERAL DE LA ESCUELA JUDICIAL","MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"DIRECCÓN DE SEGUIMIENTO DE ACUERDOS","MÉXICO","TOLUCA","NICOLÁS BRAVO NTE.","CENTRO","201","S/N","50000"
"15",5,7,"INSTITUTO DE PROMOCIÓN Y DIFUSIÓN DE LA ÉTICA JUDICIAL","MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"PRESIDENCIA","MEXICO","TOLUCA","NICOLÁS BRAVO NTE.","SANTA CLARA","201","S/N","50000"
"15",5,7,"PRESIDENCIA DEL VOLUNTARIADO","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SECRETARIA GENERAL DE ACUERDOS","MÉXICO","TOLUCA","NICOLÁS BRAVO NTE.","CENTRO","201","S/N","50000"
"15",5,7,"SECRETARÍA PARTICULAR","MÉXICO","TOLUCA","NICOLÁS BRAVO NTE.","CENTRO","201","S/N","50000"
"15",5,7,"CENTRO DE CONVIVENCIA FAMILIAR DE TOLUCA A  CENTRO","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","705","S/N","50060"
"15",5,7,"SECRETARÍA TÉCNICA","MÉXICO","TOLUCA","NICOLÁS BRAVO NTE.","COLONIA CENTRO","201","S/N","50000"
"15",5,7,"SUBDIRECCIÓN DE ACTUALIZACIÓN Y DESINCORPORACIÓN DE BIENES","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ADMINISTRACION DE OBRA PÚBLICA","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ADMINISTRACIÓN DE PERSONAL","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ADMINISTRACIÓN ESCOLAR","MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ADQUISICIONES","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ALMACENES","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE AMPAROS Y DERECHOS HUMANOS","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE ASUNTOS LABORALES","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE AUDITORÍA ADMINISTRATIVA Y FINANCIERA","MÉXICO","TOLUCA","INDEPENDENCIA","SANTA CLARA","616","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE BOLETÍN JUDICIAL","MÉXICO","TOLUCA","PEDRO ASENCIO","CENTRO","307","S/N","50000"
"15",5,7,"SUBDIRECCIÓN DE CAPACITACIÓN DE PERSONAL","MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE CARRERA DOCENTE","MEXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE CENTROS DE INFORMACIÓN Y DOCUMENTACIÓN","MÉXICO																					MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
"15",5,7,"SUBDIRECCIÓN DE COMUNICACIÓN AUDIOVISUAL","MÉXICO","TOLUCA","JOSEFA ORTIZ DE DOMINGUEZ","SANTA CLARA","306","S/N","50060"
